LoanID,CustomerID,BranchID,LoanOfficerEmployeeID,LoanType,LoanStatus,ApplicationDate,DecisionDate,DisbursementDate,RequestedAmount,ApprovedAmount,DisbursedAmount,OutstandingBalance,InterestRate,TermMonths,MonthlyPayment,DaysDelinquent,CollateralType,CollateralValue,PurposeDescription,RejectionReason,CreatedAt,UpdatedAt
LN0006269,CUST003624,BRN0020,EMP00383,Line of Credit,Approved,2022-05-20,2022-05-28,,21245.07,19877.27,,,13.5745,180,259.06,0,None,,,,2022-05-20 00:00:00,2022-06-07 00:00:00
LN0006270,CUST001113,BRN0043,EMP00318,Line of Credit,Rejected,2024-11-20,2024-11-26,,78271.63,,,,18.3177,84,1659.71,0,Property,264109.25,Home purchase,Incomplete documents,2024-11-20 00:00:00,2026-09-16 00:00:00
LN0006271,CUST003481,BRN0031,EMP00147,Personal Loan,Rejected,2018-04-26,2018-05-20,,116711.64,,,,15.2909,36,4062.49,0,Guarantor,57945.65,Investment,High DTI,2018-04-26 00:00:00,2018-06-11 00:00:00
LN0006272,CUST006885,BRN0004,EMP00461,Line of Credit,Rejected,2018-01-04,2018-01-25,,73165.07,,,,11.4159,60,1606.0,0,Cash Deposit,51934.24,Personal use,,2018-01-04 00:00:00,2019-02-22 00:00:00
LN0006273,CUST000559,BRN0050,EMP00103,Home Mortgage,Pending,2019-02-10,,,4897.62,,,,4.4465,240,30.84,0,None,54059.82,,,2019-02-10 00:00:00,2019-10-28 00:00:00
LN0006274,CUST004244,BRN0035,EMP00194,Line of Credit,Approved,2020-03-21,2020-04-12,,23816.25,21397.66,,,16.1649,180,316.73,0,,38889.34,Home purchase,,2020-03-21 00:00:00,2021-05-14 00:00:00
LN0006275,CUST006562,BRN0003,EMP00381,Auto Loan,Disbursed,2022-08-25,2022-09-02,2022-09-06,45937.19,40818.13,39869.57,19896.97,16.0122,84,811.02,0,None,169449.16,,,2022-08-25 00:00:00,2023-02-26 00:00:00
LN0006276,CUST000848,BRN0014,EMP00130,Business Loan,Disbursed,2020-05-22,2020-06-11,2020-06-20,3462.26,2925.04,2880.29,1570.48,5.9679,24,129.6,0,Guarantor,61859.34,Working capital,,2020-05-22 00:00:00,2021-04-08 00:00:00
LN0006277,CUST005893,BRN0034,EMP00088,Auto Loan,Pending,2023-10-02,,,11241.35,,,,13.0779,12,1004.46,0,Property,24956.68,Debt consolidation,,2023-10-02 00:00:00,2025-02-09 00:00:00
LN0006278,CUST009467,BRN0023,EMP00355,Credit Card,Rejected,2021-05-08,2021-06-03,,43962.22,,,,6.6721,120,503.04,0,,36592.77,,Incomplete documents,2021-05-08 00:00:00,2021-12-10 00:00:00
LN0006279,CUST002701,BRN0008,EMP00442,Auto Loan,Defaulted,2021-01-21,2021-02-09,2021-02-23,24357.37,22310.43,21984.44,1863.34,11.9644,48,587.13,541,Property,260319.66,Home purchase,,2021-01-21 00:00:00,2022-08-04 00:00:00
LN0006280,CUST007361,BRN0018,EMP00417,Line of Credit,Disbursed,2022-07-19,2022-08-10,2022-08-20,38535.06,33701.93,33295.39,25657.31,18.9248,36,1234.1,0,Cash Deposit,24448.99,Equipment purchase,,2022-07-19 00:00:00,2022-10-16 00:00:00
LN0006281,CUST002350,BRN0001,EMP00080,Credit Card,Closed,2018-02-12,2018-03-02,2018-03-11,26661.41,20018.75,19514.98,8768.04,6.8888,48,478.34,0,Vehicle,,Home purchase,,2018-02-12 00:00:00,2019-06-11 00:00:00
LN0006282,CUST000646,BRN0011,EMP00445,Auto Loan,Approved,2018-02-13,2018-02-24,,8849.33,8750.29,,,16.3738,84,175.67,0,Equipment,,Working capital,,2018-02-13 00:00:00,2018-06-27 00:00:00
LN0006283,CUST009485,BRN0001,EMP00064,Student Loan,Rejected,2018-11-27,2018-12-27,,36635.68,,,,22.0876,48,1155.99,0,Equipment,,Home purchase,Incomplete documents,2018-11-27 00:00:00,2020-01-10 00:00:00
LN0006284,CUST005486,BRN0047,EMP00498,Line of Credit,Rejected,2020-11-30,2020-12-08,,87662.89,,,,17.3486,360,1274.62,0,Cash Deposit,246348.24,Business expansion,Incomplete documents,2020-11-30 00:00:00,2021-03-24 00:00:00
LN0006285,CUST003038,BRN0018,EMP00463,Student Loan,Approved,2021-03-17,2021-03-28,,16322.31,14914.16,,,19.0786,120,279.17,0,Property,195694.85,,,2021-03-17 00:00:00,2022-07-02 00:00:00
LN0006286,CUST002594,BRN0036,EMP00156,Auto Loan,Pending,2019-10-10,,,30097.92,,,,3.9844,12,2562.62,0,Property,,Home purchase,,2019-10-10 00:00:00,2019-12-30 00:00:00
LN0006287,CUST004737,BRN0008,EMP00039,Home Mortgage,Closed,2023-05-03,2023-06-02,2023-06-09,11720.98,11035.97,10687.77,439.55,13.8863,12,990.3,0,Cash Deposit,14156.82,Working capital,,2023-05-03 00:00:00,2024-02-02 00:00:00
LN0006288,CUST000906,BRN0029,EMP00415,Credit Card,In Arrears,2020-06-10,2020-06-20,2020-07-03,58095.2,58074.32,56557.67,20292.98,9.9239,360,506.38,72,None,22563.02,Emergency,,2020-06-10 00:00:00,2021-10-21 00:00:00
LN0006289,CUST006961,BRN0039,EMP00369,Line of Credit,Disbursed,2021-04-26,2021-05-21,2021-05-22,124539.18,113771.53,113733.16,100898.95,17.632,360,1680.49,0,None,78254.93,Equipment purchase,,2021-04-26 00:00:00,2022-07-21 00:00:00
LN0006290,CUST001723,BRN0030,EMP00255,Credit Card,Rejected,2018-02-19,2018-03-07,,33379.87,,,,10.444,36,1084.05,0,Property,113557.52,Vehicle purchase,High DTI,2018-02-19 00:00:00,2018-06-23 00:00:00
LN0006291,CUST000713,BRN0028,EMP00117,Line of Credit,Closed,2021-12-11,2021-12-23,2022-01-03,45062.01,43368.56,42254.4,8206.21,9.6275,84,711.65,0,Cash Deposit,,Vehicle purchase,,2021-12-11 00:00:00,2023-07-22 00:00:00
LN0006292,CUST001175,BRN0015,EMP00148,Auto Loan,Rejected,2019-11-29,2019-12-07,,36183.74,,,,16.913,120,626.87,0,None,83989.96,Education,Low credit score,2019-11-29 00:00:00,2020-11-14 00:00:00
LN0006293,CUST009706,BRN0039,EMP00300,Line of Credit,Disbursed,2024-09-22,2024-10-04,2024-10-05,22838.82,22581.19,22134.08,5441.98,11.9093,12,,0,None,36199.44,Vehicle purchase,,2024-09-22 00:00:00,2026-02-26 00:00:00
LN0006294,CUST008128,BRN0023,EMP00279,Home Mortgage,Approved,2020-09-15,2020-09-25,,18646.34,16255.37,,,13.3043,36,550.09,0,Guarantor,36463.73,Debt consolidation,,2020-09-15 00:00:00,2021-12-07 00:00:00
LN0006295,CUST009483,BRN0048,EMP00406,Student Loan,Approved,2022-04-01,2022-04-14,,30622.15,29374.11,,,22.1411,240,548.8,0,None,88108.91,Emergency,,2022-04-01 00:00:00,2023-12-06 00:00:00
LN0006296,CUST005931,BRN0046,EMP00061,Credit Card,Approved,2024-12-21,,,168820.87,122696.77,,,3.7243,84,1661.59,0,Property,,Vehicle purchase,,2024-12-21 00:00:00,2025-03-13 00:00:00
LN0006297,CUST004109,BRN0019,EMP00265,Line of Credit,Disbursed,2021-06-29,2021-07-07,2021-07-09,5527.08,4643.68,4594.24,1590.89,10.614,180,51.66,0,Cash Deposit,42940.3,,,2021-06-29 00:00:00,2022-12-18 00:00:00
LN0006298,CUST007718,BRN0033,EMP00166,Business Loan,Approved,2022-07-28,2022-08-13,,50704.67,35918.94,,,22.0852,60,993.78,0,Cash Deposit,,Investment,,2022-07-28 00:00:00,2023-02-20 00:00:00
LN0006299,CUST008153,BRN0022,EMP00234,Auto Loan,Approved,2019-09-05,2019-09-06,,51937.57,37528.28,,,3.8499,84,,0,Cash Deposit,,Investment,,2019-09-05 00:00:00,2020-01-14 00:00:00
LN0006300,CUST000534,BRN0012,EMP00017,Home Mortgage,Rejected,2021-12-30,2022-01-19,,124375.03,,,,12.3696,48,3297.89,0,Vehicle,30703.12,Working capital,High DTI,2021-12-30 00:00:00,2023-09-08 00:00:00
LN0006301,CUST003357,BRN0021,EMP00327,Auto Loan,Approved,2023-03-20,2023-03-21,,56587.89,43794.57,,,20.3645,120,856.97,0,Cash Deposit,42802.88,Home purchase,,2023-03-20 00:00:00,2024-08-19 00:00:00
LN0006302,CUST008058,BRN0016,EMP00014,Personal Loan,Rejected,2020-09-18,2020-09-19,,31880.35,,,,19.6032,180,550.59,0,Guarantor,,Working capital,Insufficient income,2020-09-18 00:00:00,2020-11-25 00:00:00
LN0006303,CUST009317,BRN0039,EMP00147,Student Loan,Disbursed,2023-04-02,2023-04-27,2023-05-06,6456.04,4564.13,4471.19,3394.37,13.0443,360,50.65,0,Vehicle,307947.66,Personal use,,2023-04-02 00:00:00,2024-06-28 00:00:00
LN0006304,CUST007017,BRN0032,EMP00061,Credit Card,Rejected,2021-09-11,2021-09-27,,82873.67,,,,6.3836,180,716.63,0,Equipment,65134.47,Investment,Incomplete documents,2021-09-11 00:00:00,2022-04-29 00:00:00
LN0006305,CUST004122,BRN0005,EMP00080,Auto Loan,Approved,2018-09-10,2018-09-22,,18531.26,15277.29,,,6.1227,360,92.8,0,None,30712.85,Business expansion,,2018-09-10 00:00:00,2020-05-03 00:00:00
LN0006306,CUST001895,BRN0030,EMP00255,Personal Loan,Disbursed,2023-02-03,2023-02-21,2023-03-01,44622.65,39688.93,38245.57,15967.94,3.9607,240,239.69,0,Guarantor,35391.72,Debt consolidation,,2023-02-03 00:00:00,2023-10-04 00:00:00
LN0006307,CUST008789,BRN0016,EMP00464,Home Mortgage,Closed,2019-05-22,2019-06-06,2019-06-08,148790.06,105409.74,104928.4,16020.83,13.0166,48,2828.75,0,Equipment,441404.84,Education,,2019-05-22 00:00:00,2019-06-18 00:00:00
LN0006308,CUST001909,BRN0025,EMP00018,Personal Loan,Defaulted,2022-10-11,2022-10-31,2022-11-12,321933.62,245139.39,235205.38,74729.65,14.9317,60,5823.06,108,None,144548.97,Debt consolidation,,2022-10-11 00:00:00,2024-02-01 00:00:00
LN0006309,CUST007969,BRN0046,EMP00127,Auto Loan,Disbursed,2023-01-29,2023-02-08,2023-02-12,12607.21,11785.19,11292.6,2235.46,20.3155,360,199.99,0,Guarantor,169102.01,Equipment purchase,,2023-01-29 00:00:00,2023-02-10 00:00:00
LN0006310,CUST008838,BRN0011,EMP00173,Credit Card,Approved,2019-06-02,2019-06-04,,72406.18,60418.59,,,12.3144,24,2852.99,0,Property,88709.48,Business expansion,,2019-06-02 00:00:00,2020-09-08 00:00:00
LN0006311,CUST005727,BRN0001,EMP00449,Personal Loan,Approved,2019-05-17,2019-05-30,,56498.24,51990.46,,,15.4875,120,854.38,0,None,124178.13,Emergency,,2019-05-17 00:00:00,2020-02-17 00:00:00
LN0006312,CUST003145,BRN0002,EMP00035,Personal Loan,Rejected,2021-03-06,2021-04-04,,36081.26,,,,20.953,12,3358.85,0,Vehicle,203077.81,Working capital,Incomplete documents,2021-03-06 00:00:00,2023-01-24 00:00:00
LN0006313,CUST005921,BRN0028,EMP00306,Student Loan,Approved,2020-12-20,2021-01-16,,12299.81,10899.85,,,16.819,60,269.83,0,Equipment,,Home purchase,,2020-12-20 00:00:00,2022-07-23 00:00:00
LN0006314,CUST008520,BRN0043,EMP00459,Credit Card,Disbursed,2022-11-03,2022-11-17,2022-11-27,13036.07,11608.31,11485.86,2283.62,7.3518,84,,0,None,235680.17,Business expansion,,2022-11-03 00:00:00,2024-10-07 00:00:00
LN0006315,CUST009464,BRN0002,EMP00289,Home Mortgage,Rejected,2019-08-25,2019-08-28,,213849.46,,,,15.3222,240,2866.99,0,Guarantor,78813.64,Emergency,Low credit score,2019-08-25 00:00:00,2021-06-27 00:00:00
LN0006316,CUST003907,BRN0026,EMP00346,Personal Loan,Rejected,2022-08-12,2022-09-11,,41664.2,,,,20.0397,48,1268.74,0,Equipment,377647.34,Personal use,,2022-08-12 00:00:00,2024-02-07 00:00:00
LN0006317,CUST004266,BRN0005,EMP00342,Business Loan,Approved,2018-03-11,2018-03-15,,36987.76,26388.48,,,12.993,36,889.04,0,Cash Deposit,226178.19,Home purchase,,2018-03-11 00:00:00,2018-12-24 00:00:00
LN0006318,CUST005614,BRN0011,EMP00186,Personal Loan,Rejected,2024-01-26,2024-02-06,,16514.69,,,,21.2427,240,296.75,0,Vehicle,,Education,Policy limit,2024-01-26 00:00:00,2024-07-22 00:00:00
LN0006319,CUST009787,BRN0035,EMP00064,Auto Loan,Pending,2023-12-09,,,72720.93,,,,16.1076,180,1073.51,0,Guarantor,65326.79,Emergency,,2023-12-09 00:00:00,2024-04-15 00:00:00
LN0006320,CUST005420,BRN0021,EMP00221,Student Loan,In Arrears,2018-02-13,2018-02-28,2018-03-07,139190.42,114499.26,112156.17,78259.69,17.6881,240,1739.65,33,,,Equipment purchase,,2018-02-13 00:00:00,2018-02-27 00:00:00
LN0006321,CUST004403,BRN0015,EMP00063,Student Loan,Closed,2020-06-14,2020-07-12,2020-07-22,17725.57,17016.36,16229.09,4289.41,8.9002,180,171.58,0,Vehicle,,Emergency,,2020-06-14 00:00:00,2020-12-23 00:00:00
LN0006322,CUST009079,BRN0027,EMP00233,Business Loan,Rejected,2019-09-04,2019-09-24,,4819.86,,,,17.167,60,120.22,0,Property,39746.41,,Insufficient income,2019-09-04 00:00:00,2020-11-17 00:00:00
LN0006323,CUST005038,BRN0019,EMP00098,Auto Loan,Approved,2021-04-14,2021-05-14,,109503.15,104663.85,,,14.7164,360,1299.71,0,Guarantor,,Emergency,,2021-04-14 00:00:00,2021-07-05 00:00:00
LN0006324,CUST008631,BRN0001,EMP00240,Personal Loan,Disbursed,2020-03-15,2020-04-08,2020-04-20,362607.21,,343949.14,98551.3,18.864,180,5767.88,0,None,47489.37,Home purchase,,2020-03-15 00:00:00,2020-11-04 00:00:00
LN0006325,CUST001429,BRN0018,EMP00398,Credit Card,Approved,2022-01-11,2022-01-20,,83753.05,68803.11,,,21.2086,60,1869.44,0,Equipment,60820.4,Equipment purchase,,2022-01-11 00:00:00,2022-12-30 00:00:00
LN0006326,CUST008134,BRN0029,EMP00280,Line of Credit,Disbursed,2023-06-23,2023-06-26,2023-06-27,38183.31,28793.25,28445.1,7623.25,22.8668,36,1112.58,0,Guarantor,378661.39,,,2023-06-23 00:00:00,2024-02-02 00:00:00
LN0006327,CUST002215,BRN0050,EMP00003,Line of Credit,Disbursed,2019-07-07,2019-07-26,2019-08-08,58733.26,44660.95,43579.98,3012.51,20.7637,60,1202.3,0,None,120730.87,Education,,2019-07-07 00:00:00,2021-03-24 00:00:00
LN0006328,CUST007150,BRN0033,EMP00180,Personal Loan,Disbursed,2020-01-02,2020-01-04,2020-01-12,22536.77,15874.6,15426.1,3026.44,12.6713,12,1415.43,0,None,,Emergency,,2020-01-02 00:00:00,2021-07-01 00:00:00
LN0006329,CUST004201,BRN0008,EMP00384,Student Loan,Disbursed,2019-01-29,2019-02-25,2019-03-03,19040.81,14060.63,13847.87,83.68,21.3232,48,437.85,0,Equipment,,Investment,,2019-01-29 00:00:00,2019-05-18 00:00:00
LN0006330,CUST005158,BRN0033,EMP00092,Home Mortgage,Approved,2020-09-28,2020-10-02,,57278.15,53501.79,,,12.7231,240,616.29,0,Equipment,33772.76,Working capital,,2020-09-28 00:00:00,2022-06-24 00:00:00
LN0006331,CUST006441,BRN0038,EMP00242,Business Loan,Pending,2019-06-05,,,13225.1,,,,21.04,84,302.02,0,Property,132653.29,Equipment purchase,,2019-06-05 00:00:00,2021-05-25 00:00:00
LN0006332,CUST004256,BRN0020,EMP00052,Personal Loan,Rejected,2023-04-15,2023-05-04,,14935.66,,,,16.9479,84,304.77,0,Guarantor,,Emergency,High DTI,2023-04-15 00:00:00,2023-08-03 00:00:00
LN0006333,CUST007349,BRN0023,EMP00422,Auto Loan,Disbursed,2021-06-24,2021-07-04,2021-07-06,14329.12,13894.07,13216.84,1227.81,23.8897,84,341.88,0,Cash Deposit,93392.81,Education,,2021-06-24 00:00:00,2023-03-28 00:00:00
LN0006334,CUST003659,BRN0012,EMP00318,Auto Loan,Disbursed,2018-06-20,2018-07-07,2018-07-16,61240.61,54105.7,53784.53,27401.51,19.4834,84,,0,Equipment,33292.83,Personal use,,2018-06-20 00:00:00,2018-11-28 00:00:00
LN0006335,CUST008223,BRN0043,EMP00331,Student Loan,Rejected,2022-03-10,2022-03-15,,38703.46,,,,12.1958,48,1022.94,0,Property,313087.85,Equipment purchase,Policy limit,2022-03-10 00:00:00,2023-07-05 00:00:00
LN0006336,CUST000061,BRN0032,EMP00470,Credit Card,Closed,2019-09-16,2019-10-09,2019-10-13,44831.66,32344.12,31921.56,13914.03,23.1642,12,3045.38,0,Cash Deposit,,Education,,2019-09-16 00:00:00,2021-01-25 00:00:00
LN0006337,CUST003656,BRN0002,EMP00360,Business Loan,Rejected,2024-09-24,2024-10-18,,37127.54,,,,16.8008,36,1320.02,0,Property,32399.39,Home purchase,Policy limit,2024-09-24 00:00:00,2025-11-26 00:00:00
LN0006338,CUST004051,BRN0047,EMP00304,Home Mortgage,Approved,2018-12-28,2019-01-11,,8677.22,7673.71,,,3.6918,180,55.58,0,Equipment,,Working capital,,2018-12-28 00:00:00,2020-10-12 00:00:00
LN0006339,CUST006588,BRN0043,EMP00367,Credit Card,Rejected,2021-07-25,2021-08-22,,50418.11,,,,7.5901,360,355.65,0,Guarantor,,Emergency,Policy limit,2021-07-25 00:00:00,2022-07-05 00:00:00
LN0006340,CUST006796,BRN0022,EMP00204,Auto Loan,Approved,2018-02-17,2018-03-05,,113517.23,99012.14,,,17.0088,84,2023.9,0,Cash Deposit,,Equipment purchase,,2018-02-17 00:00:00,2018-05-02 00:00:00
LN0006341,CUST006765,BRN0035,EMP00004,Personal Loan,Defaulted,2023-02-12,2023-02-21,2023-02-22,235318.89,196037.71,194128.22,91429.36,20.9591,360,3430.71,699,Guarantor,22529.97,Renovation,,2023-02-12 00:00:00,2023-07-10 00:00:00
LN0006342,CUST000300,BRN0048,EMP00461,Business Loan,Disbursed,2023-08-18,2023-08-21,2023-08-27,10802.48,10423.09,10410.26,1612.78,22.5288,84,247.59,0,Cash Deposit,,,,2023-08-18 00:00:00,2024-11-18 00:00:00
LN0006343,CUST004375,BRN0001,EMP00484,Student Loan,Approved,2024-04-04,2024-04-08,,77804.88,73473.49,,,23.4773,24,3865.48,0,Cash Deposit,,Investment,,2024-04-04 00:00:00,2024-04-06 00:00:00
LN0006344,CUST000531,BRN0012,EMP00103,Line of Credit,Disbursed,2019-01-26,2019-02-19,2019-03-02,135416.61,132530.97,129558.18,113388.61,9.3885,180,1375.02,0,Vehicle,51648.65,Renovation,,2019-01-26 00:00:00,2019-07-26 00:00:00
LN0006345,CUST008894,BRN0049,EMP00205,Personal Loan,Approved,2022-05-09,2022-05-29,,17753.41,16952.38,,,8.3874,36,534.26,0,Cash Deposit,2011643.68,Debt consolidation,,2022-05-09 00:00:00,2023-06-11 00:00:00
LN0006346,CUST007664,BRN0020,EMP00051,Business Loan,Approved,2021-03-28,2021-04-14,,24311.62,21524.84,,,20.4892,360,368.35,0,Cash Deposit,,Working capital,,2021-03-28 00:00:00,2021-05-01 00:00:00
LN0006347,CUST006871,BRN0028,EMP00284,Line of Credit,Approved,2020-08-28,,,98574.87,94221.74,,,23.8644,360,1875.35,0,None,66359.06,Equipment purchase,,2020-08-28 00:00:00,2021-12-14 00:00:00
LN0006348,CUST006215,BRN0006,EMP00422,Student Loan,Closed,2018-11-21,2018-11-29,2018-12-06,216337.55,179775.97,171397.21,45205.11,14.8159,240,2342.85,0,None,34903.42,Emergency,,2018-11-21 00:00:00,2020-07-07 00:00:00
LN0006349,CUST000121,BRN0050,EMP00122,Personal Loan,Disbursed,2023-10-07,2023-10-17,2023-10-28,121890.46,100308.16,96106.0,14125.61,12.6105,360,1079.15,0,None,,Personal use,,2023-10-07 00:00:00,2024-11-23 00:00:00
LN0006350,CUST009972,BRN0035,EMP00262,Student Loan,Approved,2023-12-07,2023-12-18,,49192.11,41234.53,,,16.0029,36,1449.74,0,Vehicle,31777.84,Working capital,,2023-12-07 00:00:00,2024-11-27 00:00:00
LN0006351,CUST003802,BRN0043,EMP00387,Personal Loan,Rejected,2019-07-02,2019-07-16,,4142.64,,,,5.8823,24,183.38,0,Guarantor,19529.96,Education,Insufficient income,2019-07-02 00:00:00,2021-04-12 00:00:00
LN0006352,CUST005524,BRN0010,EMP00144,Student Loan,Closed,2024-02-15,2024-03-08,2024-03-12,11700.39,11291.51,10960.43,8959.03,18.05,240,174.7,0,None,,Personal use,,2024-02-15 00:00:00,2025-03-07 00:00:00
LN0006353,CUST005492,BRN0012,EMP00179,Student Loan,Approved,2018-02-12,,,76349.32,61548.37,,,15.7115,120,1019.98,0,,,Emergency,,2018-02-12 00:00:00,2020-02-01 00:00:00
LN0006354,CUST000688,BRN0029,EMP00301,Student Loan,Pending,2024-03-17,,,25986.48,,,,6.2393,180,222.66,0,Equipment,68538.31,Renovation,,2024-03-17 00:00:00,2026-01-15 00:00:00
LN0006355,CUST008302,BRN0027,EMP00051,Line of Credit,Disbursed,2020-09-17,2020-10-01,2020-10-15,27703.53,23350.23,22898.16,12459.29,22.3634,36,896.15,0,Guarantor,14562.01,Renovation,,2020-09-17 00:00:00,2021-04-05 00:00:00
LN0006356,CUST008271,BRN0042,EMP00121,Home Mortgage,Approved,2023-02-16,2023-02-17,,79950.18,62987.88,,,9.3867,24,2888.77,0,Guarantor,,Home purchase,,2023-02-16 00:00:00,2023-11-05 00:00:00
LN0006357,CUST004416,BRN0041,EMP00148,Credit Card,Pending,2023-07-05,,,275956.64,,,,11.4517,12,,0,Cash Deposit,56148.45,Emergency,,2023-07-05 00:00:00,2023-12-09 00:00:00
LN0006358,CUST008985,BRN0038,EMP00277,Auto Loan,Approved,2020-03-13,2020-04-09,,8996.47,7007.73,,,17.2113,24,347.19,0,Cash Deposit,39592.71,Personal use,,2020-03-13 00:00:00,2020-06-22 00:00:00
LN0006359,CUST006710,BRN0040,EMP00286,Business Loan,Disbursed,2024-09-07,2024-09-09,2024-09-16,25871.32,22965.7,22638.78,19313.37,23.1171,180,457.16,0,Property,547256.39,Personal use,,2024-09-07 00:00:00,2026-08-24 00:00:00
LN0006360,CUST008240,BRN0020,EMP00319,Credit Card,Pending,2021-08-07,,,37508.76,,,,19.8825,48,1139.06,0,Guarantor,,Debt consolidation,,2021-08-07 00:00:00,2022-11-06 00:00:00
LN0006361,CUST004969,BRN0014,EMP00111,Student Loan,Approved,2019-07-16,2019-08-02,,15010.07,14556.25,,,21.4817,48,454.52,0,Vehicle,104666.97,,,2019-07-16 00:00:00,2020-05-19 00:00:00
LN0006362,CUST008620,BRN0047,EMP00272,Home Mortgage,Rejected,2021-09-18,2021-09-21,,18806.16,,,,11.0655,84,322.66,0,Guarantor,86457.24,Investment,Policy limit,2021-09-18 00:00:00,2022-03-18 00:00:00
LN0006363,CUST008461,BRN0009,EMP00146,Credit Card,Approved,2018-04-02,2018-04-18,,33090.04,29481.92,,,12.698,48,786.51,0,Property,285294.52,Working capital,,2018-04-02 00:00:00,2019-06-23 00:00:00
LN0006364,CUST002598,BRN0040,EMP00403,Personal Loan,Approved,2018-05-06,2018-05-26,,22592.42,16002.27,,,11.626,60,352.94,0,Guarantor,,Renovation,,2018-05-06 00:00:00,2019-10-11 00:00:00
LN0006365,CUST002379,BRN0030,EMP00275,Home Mortgage,Closed,2022-08-15,2022-09-01,2022-09-06,22303.85,19754.37,19432.75,7057.92,17.7769,84,412.61,0,Vehicle,134509.71,Home purchase,,2022-08-15 00:00:00,2023-08-22 00:00:00
LN0006366,CUST007953,BRN0008,EMP00282,Home Mortgage,Approved,2022-05-31,2022-06-29,,56753.69,46394.64,,,15.0253,36,1608.86,0,Vehicle,8336.87,Equipment purchase,,2022-05-31 00:00:00,2023-05-12 00:00:00
LN0006367,CUST000924,BRN0023,EMP00225,Student Loan,Disbursed,2018-03-15,2018-04-05,2018-04-11,3525.78,3368.16,3251.14,1942.35,11.111,60,73.42,0,Cash Deposit,25808.73,Emergency,,2018-03-15 00:00:00,2019-03-16 00:00:00
LN0006368,CUST009490,BRN0035,EMP00441,Credit Card,Disbursed,2022-01-11,2022-01-21,2022-01-28,239375.41,218305.54,209681.1,89222.5,8.8988,120,2753.46,0,Property,,Medical expenses,,2022-01-11 00:00:00,2022-08-08 00:00:00
LN0006369,CUST003009,BRN0002,EMP00402,Personal Loan,Pending,2020-04-01,,,12223.3,,,,14.1695,240,153.51,0,Property,17920.85,Working capital,,2020-04-01 00:00:00,2020-08-04 00:00:00
LN0006370,CUST002707,BRN0032,EMP00184,Personal Loan,Pending,2020-06-29,,,64216.35,,,,21.1573,84,1471.08,0,Vehicle,26755.13,Debt consolidation,,2020-06-29 00:00:00,2020-08-29 00:00:00
LN0006371,CUST009762,BRN0039,,Line of Credit,Disbursed,2023-05-12,2023-05-24,2023-06-03,2014.35,1777.6,1749.58,744.1,5.9148,240,12.65,0,Property,,Investment,,2023-05-12 00:00:00,2024-01-01 00:00:00
LN0006372,CUST006786,BRN0011,EMP00424,Auto Loan,Rejected,2024-04-16,2024-05-04,,12046.11,,,,19.1496,360,192.88,0,Property,,Equipment purchase,High DTI,2024-04-16 00:00:00,2025-09-17 00:00:00
LN0006373,CUST004109,BRN0017,,Credit Card,Pending,2019-07-22,,,251885.45,,,,13.4896,120,3834.01,0,None,37280.27,Business expansion,,2019-07-22 00:00:00,2019-10-19 00:00:00
LN0006374,CUST004679,BRN0049,EMP00282,Line of Credit,Approved,2023-07-10,2023-07-31,,55474.03,54667.14,,,10.1836,36,1768.67,0,Vehicle,,Emergency,,2023-07-10 00:00:00,2024-05-10 00:00:00
LN0006375,CUST000876,BRN0018,EMP00355,Personal Loan,Approved,2024-10-26,2024-11-09,,195394.23,186445.43,,,7.6369,180,1742.91,0,Equipment,105054.47,Home purchase,,2024-10-26 00:00:00,2024-11-08 00:00:00
LN0006376,CUST003171,BRN0010,EMP00051,Student Loan,Closed,2020-12-03,2020-12-23,2021-01-06,34285.5,27318.9,26441.24,11265.19,19.6829,360,449.38,0,Equipment,,Emergency,,2020-12-03 00:00:00,2022-06-15 00:00:00
LN0006377,CUST000201,BRN0013,EMP00311,Home Mortgage,Disbursed,2021-04-08,2021-04-19,2021-05-01,4952.75,4465.54,4453.86,1653.85,6.202,180,38.17,0,Vehicle,,Education,,2021-04-08 00:00:00,2022-03-20 00:00:00
LN0006378,CUST004986,BRN0004,EMP00352,Home Mortgage,Disbursed,2019-02-26,2019-03-15,2019-03-24,5456.76,4359.86,4144.8,1546.52,21.6629,60,119.58,0,Vehicle,7186.23,Equipment purchase,,2019-02-26 00:00:00,2020-09-13 00:00:00
LN0006379,CUST009760,BRN0025,EMP00104,Business Loan,Approved,2022-12-19,2022-12-25,,44718.47,42695.45,,,13.9495,24,2048.91,0,Vehicle,789186.99,Education,,2022-12-19 00:00:00,2023-12-16 00:00:00
LN0006380,CUST009545,BRN0021,EMP00054,Credit Card,Disbursed,2019-03-02,2019-03-18,2019-03-21,125279.76,99155.87,99095.7,57074.26,8.2588,84,1558.28,0,Property,,,,2019-03-02 00:00:00,2020-08-13 00:00:00
LN0006381,CUST004194,BRN0028,EMP00130,Credit Card,Disbursed,2018-05-23,2018-05-29,2018-06-11,125291.95,96593.59,94677.96,28304.51,12.9918,36,3254.24,0,Equipment,169158.68,Investment,,2018-05-23 00:00:00,2020-03-01 00:00:00
LN0006382,CUST006795,BRN0049,EMP00111,Business Loan,Disbursed,2024-09-29,2024-10-02,2024-10-08,68886.45,48253.42,46224.44,21720.09,15.913,84,956.02,0,Cash Deposit,29809.64,,,2024-09-29 00:00:00,2026-09-01 00:00:00
